trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	34.4  	7   	BELL      	target  	1.951	NR  	0   	NR      	target  
2   	129   	1   	PEBBLE    	target  	1.955	0.591	1   	target  	target  
3   	211.8 	6   	PUZZLE    	target  	1.951	NR  	0   	NR      	target  
4   	272.8 	5   	ISLAND    	target  	1.955	0.898	1   	target  	target  
5   	314.8 	3   	HAMMER    	target  	1.956	1.051	1   	target  	target  
6   	356.8 	4   	PIN       	target  	1.955	1.19	1   	non-target	non-target
7   	398.8 	2   	RAINBOW   	target  	1.956	1.182	1   	non-target	non-target
8   	440.8 	8   	CURTAIN   	target  	1.953	1.193	1   	target  	target  
