trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	75.5  	1   	5  +  9   	---     	1.852	1.382	0   	odd     	even    
2   	77.6  	2   	8  +  9   	---     	1.852	1.062	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	117.5 	1   	6  +  9   	---     	1.85	1.399	1   	odd     	odd     
2   	119.5 	2   	9  +  8   	---     	1.85	1.151	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	159.5 	1   	7  +  7   	---     	1.85	0.911	0   	odd     	even    
2   	161.5 	2   	4  +  9   	---     	1.852	0.751	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	201.5 	1   	4  +  8   	---     	1.851	1.399	1   	even    	even    
2   	203.5 	2   	8  +  5   	---     	1.853	1.127	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	243.5 	1   	6  +  7   	---     	1.85	1.168	1   	odd     	odd     
2   	245.5 	2   	5  +  9   	---     	1.851	0.951	0   	odd     	even    
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	285.5 	1   	6  +  5   	---     	1.853	NR  	0   	NR      	odd     
2   	287.5 	2   	7  +  6   	---     	1.85	1.128	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	327.5 	1   	8  +  6   	---     	1.851	1.448	1   	even    	even    
2   	329.5 	2   	8  +  5   	---     	1.852	0.704	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	369.5 	1   	9  +  8   	---     	1.853	1.145	1   	odd     	odd     
2   	371.6 	2   	7  +  4   	---     	1.851	1.056	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
1   	411.5 	1   	9  +  9   	---     	1.852	0.953	0   	odd     	even    
2   	413.5 	2   	9  +  2   	---     	1.85	1.401	1   	odd     	odd     
trial	ons(s)	stim_id	stim      	cond    	dur 	rt  	acc 	resp    	cresp   
